,Planar,Macroscopic
0,0.0200083723051778,0.004323820372140807
1,0.018903706626572345,0.004323820372140807
2,0.01720339492549785,0.004323820372140807
3,0.015287091700257344,0.004323820372140807
4,0.013427965581111633,0.004323820372140807
5,0.011785480319599568,0.004323820372140807
6,0.010297839611574664,0.004323820372140807
7,0.008944921625429519,0.004323820372140807
8,0.007755794293610457,0.004323820372140807
9,0.0067437076595522226,0.004323820372140807
10,0.005896400943712582,0.004323820372140807
11,0.005199257677762739,0.004323820372140807
12,0.004641375501193765,0.004323820372140807
13,0.004201917471616544,0.004323820372140807
14,0.003853161663147219,0.004323820372140807
15,0.003577848334967507,0.004323820372140807
16,0.0033603298321228463,0.004323820372140807
17,0.003182778909465418,0.004323820372140808
18,0.0030293469513471847,0.004323820372140808
19,0.0028892170346044277,0.004323820372140807
20,0.0027608999695709546,0.004323820372140807
21,0.002636362147448591,0.004323820372140807
22,0.002481162206469697,0.004323820372140807
23,0.0023081885244002815,0.004323820372140807
24,0.002124742994800148,0.004323820372140807
25,0.0019378607026861406,0.004323820372140808
26,0.0017584766617400407,0.004323820372140807
27,0.0015903833411318195,0.004323820372140807
28,0.0014354128164444945,0.004323820372140807
29,0.0012956948906277402,0.004323820372140807
30,0.0011716902054482758,0.004323820372140807
31,0.00106243977603272,0.004323820372140807
32,0.0009670096174591165,0.004323820372140807
33,0.0008844210353110508,0.004323820372140807
34,0.0008134587326963341,0.004323820372140807
35,0.000752899206860214,0.004323820372140807
36,0.0007016470581842006,0.004323820372140807
37,0.0006588136442722347,0.004323820372140807
38,0.0006236857345845161,0.004323820372140807
39,0.000595565098000385,0.004323820372140807
40,0.000573928506070523,0.004323820372140807
41,0.0005583468346128527,0.004323820372140807
42,0.0005484758630972296,0.004323820372140807
43,0.0005440474932575928,0.004323820372140807
44,0.0005448594598179165,0.004323820372140807
45,0.0005507649473856157,0.004323820372140807
46,0.0005616629227522209,0.004323820372140807
47,0.000577489833160243,0.004323820372140807
48,0.0005982123225957008,0.004323820372140807
49,0.0006238204536246761,0.004323820372140806
50,0.0006543211476350765,0.004323820372140806
51,0.0006897315947008743,0.004323820372140807
52,0.0007300724479841063,0.004323820372140806
53,0.000775360526318477,0.004323820372140807
54,0.0008256008710399158,0.004323820372140806
55,0.0008807779024522133,0.004323820372140807
56,0.0009408455089690582,0.004323820372140805
57,0.001005715945396304,0.004323820372140805
58,0.001075247466250821,0.004323820372140806
59,0.001149230564011551,0.004323820372140806
60,0.0012273724947045152,0.004323820372140806
61,0.0013092807294011377,0.004323820372140806
62,0.001394444904010895,0.004323820372140806
63,0.0014822221060351538,0.004323820372140806
64,0.001571841512607689,0.004323820372140807
65,0.0016623188958148865,0.004323820372140807
66,0.0017525042746612467,0.004323820372140807
67,0.0018411793897681334,0.004323820372140807
68,0.0019269492458484404,0.004323820372140808
69,0.002008263676653949,0.004323820372140807
70,0.0020839089866809637,0.004323820372140807
71,0.0021536924794515423,0.004323820372140808
72,0.0022182410289615833,0.004323820372140808
73,0.0022779759178000883,0.004323820372140807
74,0.00232994879373485,0.004323820372140807
75,0.002374746535294832,0.004323820372140807
76,0.0024271990973816484,0.004323820372140807
77,0.0025024022156772403,0.004323820372140807
78,0.0026118386119573646,0.004323820372140807
79,0.002735956995011376,0.004323820372140807
80,0.0028804090254118788,0.004323820372140807
81,0.0030595074530553037,0.004323820372140807
82,0.003270198689594141,0.004323820372140807
83,0.0035136396569779536,0.004323820372140807
84,0.0037981351188930397,0.004323820372140807
85,0.004137065686950908,0.004323820372140807
86,0.004546716462570632,0.004323820372140807
87,0.005053955476711486,0.004323820372140807
88,0.00569119926617208,0.004323820372140807
89,0.006477894992448129,0.004323820372140807
90,0.0074226337105801135,0.004323820372140807
91,0.008531034364304184,0.004323820372140807
92,0.009798005367057792,0.004323820372140807
93,0.01120809697568085,0.004323820372140807
94,0.01278431834852671,0.004323820372140807
95,0.014546255145908862,0.004323820372140807
96,0.016305736935388348,0.004323820372140807
97,0.01771323408212079,0.004323820372140807
98,0.018750757346375848,0.004323820372140808
99,0.019841719274268536,0.004323820372140807
